system1Id,documentId,system2Id,system1rank,segmentId,trglang,srcIndex,system2rank,system1Number,srclang,judgeID,system2Number
POST,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,CUUI,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,IITB,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,INPUT,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,IPN,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,PKU,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,RAC,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,SJTU,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,UFC,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,UMC,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,CUUI,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,IITB,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,INPUT,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,IPN,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,PKU,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,RAC,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,SJTU,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,UFC,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,UMC,1,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,NTHU,1,198,-1,198,2,-1,-1,annotator02,-1
CAMB,-1,NTHU,1,198,-1,198,2,-1,-1,annotator02,-1
CUUI,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
IITB,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
INPUT,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
IPN,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
PKU,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
RAC,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
SJTU,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
UFC,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
UMC,-1,NTHU,2,198,-1,198,2,-1,-1,annotator02,-1
AMU,-1,CAMB,2,199,-1,199,2,-1,-1,annotator02,-1
IITB,-1,CAMB,2,199,-1,199,2,-1,-1,annotator02,-1
INPUT,-1,CAMB,2,199,-1,199,2,-1,-1,annotator02,-1
IPN,-1,CAMB,2,199,-1,199,2,-1,-1,annotator02,-1
UFC,-1,CAMB,2,199,-1,199,2,-1,-1,annotator02,-1
AMU,-1,PKU,2,199,-1,199,2,-1,-1,annotator02,-1
IITB,-1,PKU,2,199,-1,199,2,-1,-1,annotator02,-1
INPUT,-1,PKU,2,199,-1,199,2,-1,-1,annotator02,-1
IPN,-1,PKU,2,199,-1,199,2,-1,-1,annotator02,-1
UFC,-1,PKU,2,199,-1,199,2,-1,-1,annotator02,-1
AMU,-1,RAC,2,199,-1,199,1,-1,-1,annotator02,-1
IITB,-1,RAC,2,199,-1,199,1,-1,-1,annotator02,-1
INPUT,-1,RAC,2,199,-1,199,1,-1,-1,annotator02,-1
IPN,-1,RAC,2,199,-1,199,1,-1,-1,annotator02,-1
UFC,-1,RAC,2,199,-1,199,1,-1,-1,annotator02,-1
AMU,-1,NTHU,2,199,-1,199,2,-1,-1,annotator02,-1
IITB,-1,NTHU,2,199,-1,199,2,-1,-1,annotator02,-1
INPUT,-1,NTHU,2,199,-1,199,2,-1,-1,annotator02,-1
IPN,-1,NTHU,2,199,-1,199,2,-1,-1,annotator02,-1
UFC,-1,NTHU,2,199,-1,199,2,-1,-1,annotator02,-1
CAMB,-1,PKU,2,199,-1,199,2,-1,-1,annotator02,-1
CAMB,-1,RAC,2,199,-1,199,1,-1,-1,annotator02,-1
CAMB,-1,NTHU,2,199,-1,199,2,-1,-1,annotator02,-1
PKU,-1,RAC,2,199,-1,199,1,-1,-1,annotator02,-1
PKU,-1,NTHU,2,199,-1,199,2,-1,-1,annotator02,-1
RAC,-1,NTHU,1,199,-1,199,2,-1,-1,annotator02,-1
IITB,-1,CAMB,2,200,-1,200,1,-1,-1,annotator02,-1
UMC,-1,CAMB,2,200,-1,200,1,-1,-1,annotator02,-1
IITB,-1,INPUT,2,200,-1,200,4,-1,-1,annotator02,-1
IITB,-1,PKU,2,200,-1,200,4,-1,-1,annotator02,-1
IITB,-1,POST,2,200,-1,200,4,-1,-1,annotator02,-1
IITB,-1,SJTU,2,200,-1,200,4,-1,-1,annotator02,-1
IITB,-1,UFC,2,200,-1,200,4,-1,-1,annotator02,-1
UMC,-1,INPUT,2,200,-1,200,4,-1,-1,annotator02,-1
UMC,-1,PKU,2,200,-1,200,4,-1,-1,annotator02,-1
UMC,-1,POST,2,200,-1,200,4,-1,-1,annotator02,-1
UMC,-1,SJTU,2,200,-1,200,4,-1,-1,annotator02,-1
UMC,-1,UFC,2,200,-1,200,4,-1,-1,annotator02,-1
IITB,-1,AMU,2,200,-1,200,3,-1,-1,annotator02,-1
IITB,-1,RAC,2,200,-1,200,3,-1,-1,annotator02,-1
UMC,-1,AMU,2,200,-1,200,3,-1,-1,annotator02,-1
UMC,-1,RAC,2,200,-1,200,3,-1,-1,annotator02,-1
IITB,-1,NTHU,2,200,-1,200,5,-1,-1,annotator02,-1
UMC,-1,NTHU,2,200,-1,200,5,-1,-1,annotator02,-1
CAMB,-1,INPUT,1,200,-1,200,4,-1,-1,annotator02,-1
CAMB,-1,PKU,1,200,-1,200,4,-1,-1,annotator02,-1
CAMB,-1,POST,1,200,-1,200,4,-1,-1,annotator02,-1
CAMB,-1,SJTU,1,200,-1,200,4,-1,-1,annotator02,-1
CAMB,-1,UFC,1,200,-1,200,4,-1,-1,annotator02,-1
CAMB,-1,AMU,1,200,-1,200,3,-1,-1,annotator02,-1
CAMB,-1,RAC,1,200,-1,200,3,-1,-1,annotator02,-1
CAMB,-1,NTHU,1,200,-1,200,5,-1,-1,annotator02,-1
INPUT,-1,AMU,4,200,-1,200,3,-1,-1,annotator02,-1
INPUT,-1,RAC,4,200,-1,200,3,-1,-1,annotator02,-1
PKU,-1,AMU,4,200,-1,200,3,-1,-1,annotator02,-1
PKU,-1,RAC,4,200,-1,200,3,-1,-1,annotator02,-1
POST,-1,AMU,4,200,-1,200,3,-1,-1,annotator02,-1
POST,-1,RAC,4,200,-1,200,3,-1,-1,annotator02,-1
SJTU,-1,AMU,4,200,-1,200,3,-1,-1,annotator02,-1
SJTU,-1,RAC,4,200,-1,200,3,-1,-1,annotator02,-1
UFC,-1,AMU,4,200,-1,200,3,-1,-1,annotator02,-1
UFC,-1,RAC,4,200,-1,200,3,-1,-1,annotator02,-1
INPUT,-1,NTHU,4,200,-1,200,5,-1,-1,annotator02,-1
PKU,-1,NTHU,4,200,-1,200,5,-1,-1,annotator02,-1
POST,-1,NTHU,4,200,-1,200,5,-1,-1,annotator02,-1
SJTU,-1,NTHU,4,200,-1,200,5,-1,-1,annotator02,-1
UFC,-1,NTHU,4,200,-1,200,5,-1,-1,annotator02,-1
AMU,-1,NTHU,3,200,-1,200,5,-1,-1,annotator02,-1
RAC,-1,NTHU,3,200,-1,200,5,-1,-1,annotator02,-1
CAMB,-1,AMU,2,201,-1,201,2,-1,-1,annotator02,-1
CUUI,-1,AMU,2,201,-1,201,2,-1,-1,annotator02,-1
IPN,-1,AMU,2,201,-1,201,2,-1,-1,annotator02,-1
PKU,-1,AMU,2,201,-1,201,2,-1,-1,annotator02,-1
RAC,-1,AMU,2,201,-1,201,2,-1,-1,annotator02,-1
CAMB,-1,IITB,2,201,-1,201,2,-1,-1,annotator02,-1
CAMB,-1,INPUT,2,201,-1,201,2,-1,-1,annotator02,-1
CAMB,-1,POST,2,201,-1,201,2,-1,-1,annotator02,-1
CAMB,-1,SJTU,2,201,-1,201,2,-1,-1,annotator02,-1
CAMB,-1,UFC,2,201,-1,201,2,-1,-1,annotator02,-1
CAMB,-1,UMC,2,201,-1,201,2,-1,-1,annotator02,-1
CUUI,-1,IITB,2,201,-1,201,2,-1,-1,annotator02,-1
CUUI,-1,INPUT,2,201,-1,201,2,-1,-1,annotator02,-1
CUUI,-1,POST,2,201,-1,201,2,-1,-1,annotator02,-1
CUUI,-1,SJTU,2,201,-1,201,2,-1,-1,annotator02,-1
CUUI,-1,UFC,2,201,-1,201,2,-1,-1,annotator02,-1
CUUI,-1,UMC,2,201,-1,201,2,-1,-1,annotator02,-1
IPN,-1,IITB,2,201,-1,201,2,-1,-1,annotator02,-1
IPN,-1,INPUT,2,201,-1,201,2,-1,-1,annotator02,-1
IPN,-1,POST,2,201,-1,201,2,-1,-1,annotator02,-1
IPN,-1,SJTU,2,201,-1,201,2,-1,-1,annotator02,-1
IPN,-1,UFC,2,201,-1,201,2,-1,-1,annotator02,-1
IPN,-1,UMC,2,201,-1,201,2,-1,-1,annotator02,-1
PKU,-1,IITB,2,201,-1,201,2,-1,-1,annotator02,-1
PKU,-1,INPUT,2,201,-1,201,2,-1,-1,annotator02,-1
PKU,-1,POST,2,201,-1,201,2,-1,-1,annotator02,-1
PKU,-1,SJTU,2,201,-1,201,2,-1,-1,annotator02,-1
PKU,-1,UFC,2,201,-1,201,2,-1,-1,annotator02,-1
PKU,-1,UMC,2,201,-1,201,2,-1,-1,annotator02,-1
RAC,-1,IITB,2,201,-1,201,2,-1,-1,annotator02,-1
RAC,-1,INPUT,2,201,-1,201,2,-1,-1,annotator02,-1
RAC,-1,POST,2,201,-1,201,2,-1,-1,annotator02,-1
RAC,-1,SJTU,2,201,-1,201,2,-1,-1,annotator02,-1
RAC,-1,UFC,2,201,-1,201,2,-1,-1,annotator02,-1
RAC,-1,UMC,2,201,-1,201,2,-1,-1,annotator02,-1
CAMB,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
CUUI,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
IPN,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
PKU,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
RAC,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
AMU,-1,IITB,2,201,-1,201,2,-1,-1,annotator02,-1
AMU,-1,INPUT,2,201,-1,201,2,-1,-1,annotator02,-1
AMU,-1,POST,2,201,-1,201,2,-1,-1,annotator02,-1
AMU,-1,SJTU,2,201,-1,201,2,-1,-1,annotator02,-1
AMU,-1,UFC,2,201,-1,201,2,-1,-1,annotator02,-1
AMU,-1,UMC,2,201,-1,201,2,-1,-1,annotator02,-1
AMU,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
IITB,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
INPUT,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
POST,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
SJTU,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
UFC,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
UMC,-1,NTHU,2,201,-1,201,1,-1,-1,annotator02,-1
CAMB,-1,AMU,4,202,-1,202,3,-1,-1,annotator02,-1
CAMB,-1,IITB,4,202,-1,202,5,-1,-1,annotator02,-1
CAMB,-1,INPUT,4,202,-1,202,5,-1,-1,annotator02,-1
CAMB,-1,NTHU,4,202,-1,202,5,-1,-1,annotator02,-1
CAMB,-1,UFC,4,202,-1,202,5,-1,-1,annotator02,-1
CAMB,-1,RAC,4,202,-1,202,2,-1,-1,annotator02,-1
CAMB,-1,CUUI,4,202,-1,202,1,-1,-1,annotator02,-1
CAMB,-1,POST,4,202,-1,202,1,-1,-1,annotator02,-1
AMU,-1,IITB,3,202,-1,202,5,-1,-1,annotator02,-1
AMU,-1,INPUT,3,202,-1,202,5,-1,-1,annotator02,-1
AMU,-1,NTHU,3,202,-1,202,5,-1,-1,annotator02,-1
AMU,-1,UFC,3,202,-1,202,5,-1,-1,annotator02,-1
AMU,-1,RAC,3,202,-1,202,2,-1,-1,annotator02,-1
AMU,-1,CUUI,3,202,-1,202,1,-1,-1,annotator02,-1
AMU,-1,POST,3,202,-1,202,1,-1,-1,annotator02,-1
IITB,-1,RAC,5,202,-1,202,2,-1,-1,annotator02,-1
INPUT,-1,RAC,5,202,-1,202,2,-1,-1,annotator02,-1
NTHU,-1,RAC,5,202,-1,202,2,-1,-1,annotator02,-1
UFC,-1,RAC,5,202,-1,202,2,-1,-1,annotator02,-1
IITB,-1,CUUI,5,202,-1,202,1,-1,-1,annotator02,-1
IITB,-1,POST,5,202,-1,202,1,-1,-1,annotator02,-1
INPUT,-1,CUUI,5,202,-1,202,1,-1,-1,annotator02,-1
INPUT,-1,POST,5,202,-1,202,1,-1,-1,annotator02,-1
NTHU,-1,CUUI,5,202,-1,202,1,-1,-1,annotator02,-1
NTHU,-1,POST,5,202,-1,202,1,-1,-1,annotator02,-1
UFC,-1,CUUI,5,202,-1,202,1,-1,-1,annotator02,-1
UFC,-1,POST,5,202,-1,202,1,-1,-1,annotator02,-1
RAC,-1,CUUI,2,202,-1,202,1,-1,-1,annotator02,-1
RAC,-1,POST,2,202,-1,202,1,-1,-1,annotator02,-1
IITB,-1,CAMB,2,203,-1,203,1,-1,-1,annotator02,-1
IITB,-1,IPN,2,203,-1,203,2,-1,-1,annotator02,-1
IITB,-1,CUUI,2,203,-1,203,2,-1,-1,annotator02,-1
IITB,-1,NTHU,2,203,-1,203,2,-1,-1,annotator02,-1
CAMB,-1,IPN,1,203,-1,203,2,-1,-1,annotator02,-1
CAMB,-1,CUUI,1,203,-1,203,2,-1,-1,annotator02,-1
CAMB,-1,NTHU,1,203,-1,203,2,-1,-1,annotator02,-1
IPN,-1,CUUI,2,203,-1,203,2,-1,-1,annotator02,-1
IPN,-1,NTHU,2,203,-1,203,2,-1,-1,annotator02,-1
CUUI,-1,NTHU,2,203,-1,203,2,-1,-1,annotator02,-1
POST,-1,AMU,2,204,-1,204,1,-1,-1,annotator02,-1
POST,-1,RAC,2,204,-1,204,3,-1,-1,annotator02,-1
POST,-1,CUUI,2,204,-1,204,5,-1,-1,annotator02,-1
POST,-1,IITB,2,204,-1,204,4,-1,-1,annotator02,-1
POST,-1,INPUT,2,204,-1,204,4,-1,-1,annotator02,-1
POST,-1,UFC,2,204,-1,204,4,-1,-1,annotator02,-1
AMU,-1,RAC,1,204,-1,204,3,-1,-1,annotator02,-1
AMU,-1,CUUI,1,204,-1,204,5,-1,-1,annotator02,-1
AMU,-1,IITB,1,204,-1,204,4,-1,-1,annotator02,-1
AMU,-1,INPUT,1,204,-1,204,4,-1,-1,annotator02,-1
AMU,-1,UFC,1,204,-1,204,4,-1,-1,annotator02,-1
RAC,-1,CUUI,3,204,-1,204,5,-1,-1,annotator02,-1
RAC,-1,IITB,3,204,-1,204,4,-1,-1,annotator02,-1
RAC,-1,INPUT,3,204,-1,204,4,-1,-1,annotator02,-1
RAC,-1,UFC,3,204,-1,204,4,-1,-1,annotator02,-1
CUUI,-1,IITB,5,204,-1,204,4,-1,-1,annotator02,-1
CUUI,-1,INPUT,5,204,-1,204,4,-1,-1,annotator02,-1
CUUI,-1,UFC,5,204,-1,204,4,-1,-1,annotator02,-1
CAMB,-1,AMU,2,205,-1,205,1,-1,-1,annotator02,-1
CAMB,-1,UMC,2,205,-1,205,2,-1,-1,annotator02,-1
CAMB,-1,SJTU,2,205,-1,205,2,-1,-1,annotator02,-1
CAMB,-1,NTHU,2,205,-1,205,2,-1,-1,annotator02,-1
AMU,-1,UMC,1,205,-1,205,2,-1,-1,annotator02,-1
AMU,-1,SJTU,1,205,-1,205,2,-1,-1,annotator02,-1
AMU,-1,NTHU,1,205,-1,205,2,-1,-1,annotator02,-1
UMC,-1,SJTU,2,205,-1,205,2,-1,-1,annotator02,-1
UMC,-1,NTHU,2,205,-1,205,2,-1,-1,annotator02,-1
SJTU,-1,NTHU,2,205,-1,205,2,-1,-1,annotator02,-1
POST,-1,UMC,2,206,-1,206,2,-1,-1,annotator02,-1
POST,-1,AMU,2,206,-1,206,1,-1,-1,annotator02,-1
POST,-1,RAC,2,206,-1,206,2,-1,-1,annotator02,-1
POST,-1,SJTU,2,206,-1,206,2,-1,-1,annotator02,-1
UMC,-1,AMU,2,206,-1,206,1,-1,-1,annotator02,-1
UMC,-1,RAC,2,206,-1,206,2,-1,-1,annotator02,-1
UMC,-1,SJTU,2,206,-1,206,2,-1,-1,annotator02,-1
AMU,-1,RAC,1,206,-1,206,2,-1,-1,annotator02,-1
AMU,-1,SJTU,1,206,-1,206,2,-1,-1,annotator02,-1
RAC,-1,SJTU,2,206,-1,206,2,-1,-1,annotator02,-1
CAMB,-1,IITB,2,207,-1,207,1,-1,-1,annotator02,-1
CAMB,-1,INPUT,2,207,-1,207,1,-1,-1,annotator02,-1
CAMB,-1,IPN,2,207,-1,207,1,-1,-1,annotator02,-1
CAMB,-1,RAC,2,207,-1,207,1,-1,-1,annotator02,-1
CAMB,-1,SJTU,2,207,-1,207,1,-1,-1,annotator02,-1
CAMB,-1,UFC,2,207,-1,207,1,-1,-1,annotator02,-1
CAMB,-1,AMU,2,207,-1,207,2,-1,-1,annotator02,-1
CAMB,-1,CUUI,2,207,-1,207,2,-1,-1,annotator02,-1
CAMB,-1,POST,2,207,-1,207,2,-1,-1,annotator02,-1
CAMB,-1,UMC,2,207,-1,207,2,-1,-1,annotator02,-1
CAMB,-1,PKU,2,207,-1,207,2,-1,-1,annotator02,-1
IITB,-1,AMU,1,207,-1,207,2,-1,-1,annotator02,-1
IITB,-1,CUUI,1,207,-1,207,2,-1,-1,annotator02,-1
IITB,-1,POST,1,207,-1,207,2,-1,-1,annotator02,-1
INPUT,-1,AMU,1,207,-1,207,2,-1,-1,annotator02,-1
INPUT,-1,CUUI,1,207,-1,207,2,-1,-1,annotator02,-1
INPUT,-1,POST,1,207,-1,207,2,-1,-1,annotator02,-1
IPN,-1,AMU,1,207,-1,207,2,-1,-1,annotator02,-1
IPN,-1,CUUI,1,207,-1,207,2,-1,-1,annotator02,-1
IPN,-1,POST,1,207,-1,207,2,-1,-1,annotator02,-1
RAC,-1,AMU,1,207,-1,207,2,-1,-1,annotator02,-1
RAC,-1,CUUI,1,207,-1,207,2,-1,-1,annotator02,-1
RAC,-1,POST,1,207,-1,207,2,-1,-1,annotator02,-1
SJTU,-1,AMU,1,207,-1,207,2,-1,-1,annotator02,-1
SJTU,-1,CUUI,1,207,-1,207,2,-1,-1,annotator02,-1
SJTU,-1,POST,1,207,-1,207,2,-1,-1,annotator02,-1
UFC,-1,AMU,1,207,-1,207,2,-1,-1,annotator02,-1
UFC,-1,CUUI,1,207,-1,207,2,-1,-1,annotator02,-1
UFC,-1,POST,1,207,-1,207,2,-1,-1,annotator02,-1
IITB,-1,UMC,1,207,-1,207,2,-1,-1,annotator02,-1
INPUT,-1,UMC,1,207,-1,207,2,-1,-1,annotator02,-1
IPN,-1,UMC,1,207,-1,207,2,-1,-1,annotator02,-1
RAC,-1,UMC,1,207,-1,207,2,-1,-1,annotator02,-1
SJTU,-1,UMC,1,207,-1,207,2,-1,-1,annotator02,-1
UFC,-1,UMC,1,207,-1,207,2,-1,-1,annotator02,-1
IITB,-1,PKU,1,207,-1,207,2,-1,-1,annotator02,-1
INPUT,-1,PKU,1,207,-1,207,2,-1,-1,annotator02,-1
IPN,-1,PKU,1,207,-1,207,2,-1,-1,annotator02,-1
RAC,-1,PKU,1,207,-1,207,2,-1,-1,annotator02,-1
SJTU,-1,PKU,1,207,-1,207,2,-1,-1,annotator02,-1
UFC,-1,PKU,1,207,-1,207,2,-1,-1,annotator02,-1
AMU,-1,UMC,2,207,-1,207,2,-1,-1,annotator02,-1
CUUI,-1,UMC,2,207,-1,207,2,-1,-1,annotator02,-1
POST,-1,UMC,2,207,-1,207,2,-1,-1,annotator02,-1
AMU,-1,PKU,2,207,-1,207,2,-1,-1,annotator02,-1
CUUI,-1,PKU,2,207,-1,207,2,-1,-1,annotator02,-1
POST,-1,PKU,2,207,-1,207,2,-1,-1,annotator02,-1
UMC,-1,PKU,2,207,-1,207,2,-1,-1,annotator02,-1
NTHU,-1,AMU,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,CAMB,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,CUUI,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,IITB,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,INPUT,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,IPN,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,POST,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,RAC,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,SJTU,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,UFC,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,UMC,2,208,-1,208,1,-1,-1,annotator02,-1
NTHU,-1,PKU,2,208,-1,208,3,-1,-1,annotator02,-1
AMU,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
CAMB,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
CUUI,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
IITB,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
INPUT,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
IPN,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
POST,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
RAC,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
SJTU,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
UFC,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
UMC,-1,PKU,1,208,-1,208,3,-1,-1,annotator02,-1
CAMB,-1,NTHU,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,UFC,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,RAC,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,CUUI,2,209,-1,209,1,-1,-1,annotator02,-1
CAMB,-1,AMU,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,IITB,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,INPUT,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,IPN,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,PKU,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,POST,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,SJTU,2,209,-1,209,2,-1,-1,annotator02,-1
CAMB,-1,UMC,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,RAC,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,RAC,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,CUUI,2,209,-1,209,1,-1,-1,annotator02,-1
UFC,-1,CUUI,2,209,-1,209,1,-1,-1,annotator02,-1
NTHU,-1,AMU,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,IITB,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,INPUT,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,IPN,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,PKU,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,POST,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,SJTU,2,209,-1,209,2,-1,-1,annotator02,-1
NTHU,-1,UMC,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,AMU,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,IITB,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,INPUT,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,IPN,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,PKU,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,POST,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,SJTU,2,209,-1,209,2,-1,-1,annotator02,-1
UFC,-1,UMC,2,209,-1,209,2,-1,-1,annotator02,-1
RAC,-1,CUUI,2,209,-1,209,1,-1,-1,annotator02,-1
RAC,-1,AMU,2,209,-1,209,2,-1,-1,annotator02,-1
RAC,-1,IITB,2,209,-1,209,2,-1,-1,annotator02,-1
RAC,-1,INPUT,2,209,-1,209,2,-1,-1,annotator02,-1
RAC,-1,IPN,2,209,-1,209,2,-1,-1,annotator02,-1
RAC,-1,PKU,2,209,-1,209,2,-1,-1,annotator02,-1
RAC,-1,POST,2,209,-1,209,2,-1,-1,annotator02,-1
RAC,-1,SJTU,2,209,-1,209,2,-1,-1,annotator02,-1
RAC,-1,UMC,2,209,-1,209,2,-1,-1,annotator02,-1
CUUI,-1,AMU,1,209,-1,209,2,-1,-1,annotator02,-1
CUUI,-1,IITB,1,209,-1,209,2,-1,-1,annotator02,-1
CUUI,-1,INPUT,1,209,-1,209,2,-1,-1,annotator02,-1
CUUI,-1,IPN,1,209,-1,209,2,-1,-1,annotator02,-1
CUUI,-1,PKU,1,209,-1,209,2,-1,-1,annotator02,-1
CUUI,-1,POST,1,209,-1,209,2,-1,-1,annotator02,-1
CUUI,-1,SJTU,1,209,-1,209,2,-1,-1,annotator02,-1
CUUI,-1,UMC,1,209,-1,209,2,-1,-1,annotator02,-1
IITB,-1,AMU,2,210,-1,210,2,-1,-1,annotator02,-1
IITB,-1,IPN,2,210,-1,210,1,-1,-1,annotator02,-1
IITB,-1,UMC,2,210,-1,210,2,-1,-1,annotator02,-1
IITB,-1,CUUI,2,210,-1,210,2,-1,-1,annotator02,-1
AMU,-1,IPN,2,210,-1,210,1,-1,-1,annotator02,-1
AMU,-1,UMC,2,210,-1,210,2,-1,-1,annotator02,-1
AMU,-1,CUUI,2,210,-1,210,2,-1,-1,annotator02,-1
IPN,-1,UMC,1,210,-1,210,2,-1,-1,annotator02,-1
IPN,-1,CUUI,1,210,-1,210,2,-1,-1,annotator02,-1
UMC,-1,CUUI,2,210,-1,210,2,-1,-1,annotator02,-1
CAMB,-1,AMU,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,CUUI,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,IITB,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,INPUT,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,IPN,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,NTHU,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,PKU,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,POST,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,SJTU,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,UFC,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,UMC,3,211,-1,211,1,-1,-1,annotator02,-1
CAMB,-1,RAC,3,211,-1,211,2,-1,-1,annotator02,-1
AMU,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
CUUI,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
IITB,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
INPUT,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
IPN,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
NTHU,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
PKU,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
POST,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
SJTU,-1,RAC,1,211,-1,211,2,-1,-1,annotator02,-1
